Koordinatensystem : Lambert konform konisch
Rechtswert        : 3899500 Meter
Hochwert          : 2965500 Meter
Hoehenlage        : -1 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3899500 2965500  1  1  1   1.6 1017 237  9.8 7  4.2 100    0    0 300 -317  0
3899500 2965500  1  1  2   1.8 1017 248 10.3 8  4.3 100    0    0 305 -317  0
3899500 2965500  1  1  3   2.3 1016 249 10.6 8  4.4  99    0    0 309 -318  0
3899500 2965500  1  1  4   2.3 1015 258  9.8 8  4.4  99    0    0 308 -318  0
3899500 2965500  1  1  5   2.3 1015 254 10.1 8  4.5 100    0    0 306 -318  0
3899500 2965500  1  1  6   2.4 1014 257  9.4 8  4.5 100    0    0 305 -318  0
3899500 2965500  1  1  7   2.6 1014 285  9.6 7  4.5 100    0    0 302 -318  0
3899500 2965500  1  1  8   2.4 1014 290  9.5 7  4.4  98    0    0 298 -318  0
3899500 2965500  1  1  9   2.1 1014 289  8.8 6  4.2  93    0    0 293 -318  0
3899500 2965500  1  1 10   2.7 1015 292 10.5 5  4.0  89    0   11 284 -318  0
3899500 2965500  1  1 11   2.3 1015 294 10.2 5  3.9  87   20   60 279 -318  0
3899500 2965500  1  1 12   2.5 1015 299 10.7 4  4.0  88   51   77 273 -317  0
3899500 2965500  1  1 13   2.7 1015 291  9.6 4  4.0  87   40   88 266 -317  0
3899500 2965500  1  1 14   2.4 1015 288  8.8 3  4.0  87   59   72 259 -316  0
3899500 2965500  1  1 15   2.4 1015 296  9.4 2  4.0  88   31   56 244 -315  0
3899500 2965500  1  1 16   2.1 1015 300  9.5 4  3.9  88    1   22 250 -313  0
3899500 2965500  1  1 17   2.0 1016 301  9.9 4  3.9  88    0    0 262 -312  0
3899500 2965500  1  1 18   1.8 1016 297  9.8 4  3.9  89    0    0 263 -312  0
3899500 2965500  1  1 19   1.7 1016 295  9.6 4  3.8  89    0    0 261 -312  0
3899500 2965500  1  1 20   1.4 1017 303  8.2 5  3.8  90    0    0 266 -311  0
3899500 2965500  1  1 21   1.4 1017 289  8.1 5  3.7  89    0    0 270 -311  0
3899500 2965500  1  1 22   2.0 1017 283  8.4 5  3.8  88    0    0 271 -311  0
3899500 2965500  1  1 23   1.6 1017 289  8.3 6  3.8  88    0    0 276 -310  0
3899500 2965500  1  1 24   1.6 1017 283  8.3 7  3.8  90    0    0 286 -311  0
3899500 2965500  1  2  1   1.4 1017 293  8.1 8  3.9  92    0    0 295 -312  0
3899500 2965500  1  2  2   1.8 1017 292  8.0 8  3.9  92    0    0 298 -314  0
3899500 2965500  1  2  3   1.7 1017 301  8.2 8  3.9  91    0    0 298 -316  0
3899500 2965500  1  2  4   1.8 1017 322  6.6 8  3.8  89    0    0 295 -317  0
3899500 2965500  1  2  5   2.0 1017 309  6.2 8  3.7  86    0    0 292 -316  0
3899500 2965500  1  2  6   1.7 1017 315  7.2 7  3.7  87    0    0 284 -316  0
3899500 2965500  1  2  7   1.6 1018 304  7.6 6  3.8  89    0    0 273 -315  0
3899500 2965500  1  2  8   1.5 1018 305  7.4 5  3.8  89    0    0 262 -314  0
3899500 2965500  1  2  9   1.1 1018 298  6.9 4  3.7  90    0    0 250 -314  0
3899500 2965500  1  2 10   1.5 1019 291  7.1 5  3.7  90    0   27 248 -314  0
3899500 2965500  1  2 11   1.8 1019 285  6.6 5  3.8  90   37   69 253 -315  0
3899500 2965500  1  2 12   1.7 1019 274  6.1 8  3.8  90    5   85 267 -317  0
3899500 2965500  1  2 13   1.7 1019 278  6.6 6  3.8  90    5   91 272 -317  0
3899500 2965500  1  2 14   1.5 1019 286  6.2 5  3.8  90   19   91 259 -317  0
3899500 2965500  1  2 15   2.0 1019 298  7.3 7  3.8  89    0   37 265 -317  0
3899500 2965500  1  2 16   1.2 1019 295  7.2 7  3.8  89    0    7 277 -316  0
3899500 2965500  1  2 17   1.2 1019 296  7.0 7  3.8  91    0    0 276 -314  0
3899500 2965500  1  2 18   1.2 1020 304  6.1 7  3.8  91    0    0 275 -312  0
3899500 2965500  1  2 19   1.2 1020 283  5.9 6  3.8  92    0    0 270 -311  0
3899500 2965500  1  2 20   0.8 1020 287  5.7 5  3.7  92    0    0 259 -311  0
3899500 2965500  1  2 21   0.9 1020 280  6.2 5  3.7  93    0    0 254 -311  0
3899500 2965500  1  2 22   0.5 1020 269  6.7 6  3.7  94    0    0 256 -310  0
