Koordinatensystem : Lambert konform konisch
Rechtswert        : 4142500 Meter
Hochwert          : 2682500 Meter
Hoehenlage        : 240 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4142500 2682500  1  1  1   4.9  973 194  4.9 6  4.7  85    0    0 244 -318  0
4142500 2682500  1  1  2   3.9  973 188  4.5 5  4.6  88    0    0 235 -318  0
4142500 2682500  1  1  3   3.1  973 187  4.4 5  4.5  91    0    0 261 -318  0
4142500 2682500  1  1  4   3.0  973 189  4.5 5  4.5  91    0    0 283 -318  0
4142500 2682500  1  1  5   3.0  973 191  4.3 6  4.5  91    0    0 275 -318  0
4142500 2682500  1  1  6   2.8  973 197  4.6 5  4.4  92    0    0 265 -318  0
4142500 2682500  1  1  7   3.0  974 188  2.7 7  4.4  90    0    0 280 -318  0
4142500 2682500  1  1  8   3.0  974 189  4.1 8  4.4  90    0    0 307 -318  0
4142500 2682500  1  1  9   3.0  975 186  4.4 8  4.5  91    0   10 316 -317  0
4142500 2682500  1  1 10   3.2  975 193  3.8 5  4.5  90   48   57 290 -317  0
4142500 2682500  1  1 11   2.9  976 205  3.9 5  4.4  90   27   96 264 -317  0
4142500 2682500  1  1 12   3.1  977 203  3.6 6  4.4  90   20  117 271 -318  0
4142500 2682500  1  1 13   3.5  977 199  4.4 6  4.3  86   11  117 282 -318  0
4142500 2682500  1  1 14   3.4  977 201  4.0 6  4.2  84   13  107 286 -318  0
4142500 2682500  1  1 15   3.7  978 192  3.3 5  4.2  83    6   66 278 -318  0
4142500 2682500  1  1 16   3.5  978 181  3.3 5  4.2  82    0   13 271 -318  0
4142500 2682500  1  1 17   2.1  978 208  2.9 5  4.1  84    0    0 267 -318  0
4142500 2682500  1  1 18   2.1  979 235  2.0 4  4.0  88    0    0 257 -318  0
4142500 2682500  1  1 19   1.4  980 207  2.0 5  4.0  90    0    0 255 -317  0
4142500 2682500  1  1 20   1.7  980 191  2.3 5  4.0  91    0    0 264 -317  0
4142500 2682500  1  1 21   1.4  980  74  1.7 5  4.0  91    0    0 264 -316  0
4142500 2682500  1  1 22   1.9  981 175  2.0 6  4.0  91    0    0 271 -315  0
4142500 2682500  1  1 23   1.5  981 161  1.8 6  4.0  91    0    0 279 -315  0
4142500 2682500  1  1 24   0.9  982 220  1.3 7  3.9  92    0    0 284 -316  0
4142500 2682500  1  2  1   0.6  982 220  0.7 4  3.8  93    0    0 265 -316  0
4142500 2682500  1  2  2  -0.1  983 182  1.8 4  3.8  95    0    0 237 -316  0
4142500 2682500  1  2  3  -0.5  983 233  1.5 2  3.7  97    0    0 211 -314  0
4142500 2682500  1  2  4  -0.5  984 241  1.2 6  3.6  96    0    0 223 -313  0
4142500 2682500  1  2  5  -1.5  985 252  1.6 8  3.5  98    0    0 279 -312  0
4142500 2682500  1  2  6  -1.0  985 261  1.1 5  3.5  98    0    0 270 -311  0
4142500 2682500  1  2  7  -0.9  986 281  1.7 8  3.5  98    0    0 272 -310  0
4142500 2682500  1  2  8  -0.5  987 286  2.0 8  3.6  98    0    0 300 -311  0
4142500 2682500  1  2  9  -0.1  987 305  2.0 7  3.7  98    0    8 292 -312  0
4142500 2682500  1  2 10   0.3  987 308  1.8 8  3.9  98    0   40 294 -313  0
4142500 2682500  1  2 11   1.0  988 338  1.5 7  4.0  97    3   82 296 -314  0
4142500 2682500  1  2 12   1.4  989 347  1.8 8  4.0  95    0   62 298 -316  0
4142500 2682500  1  2 13   1.7  989 347  2.3 8  4.1  93    4  111 306 -317  0
4142500 2682500  1  2 14   1.9  989 328  2.8 6  4.1  92   12  122 294 -318  0
4142500 2682500  1  2 15   1.9  990 348  2.7 7  4.1  92    5   73 288 -318  0
4142500 2682500  1  2 16   1.8  990 338  2.6 8  4.2  94    0   17 301 -318  0
4142500 2682500  1  2 17   1.6  991 339  3.0 7  4.3  97    0    0 301 -318  0
4142500 2682500  1  2 18   1.4  991 318  2.5 8  4.1  96    0    0 301 -318  0
4142500 2682500  1  2 19   1.8  992 328  2.9 7  4.1  94    0    0 302 -317  0
4142500 2682500  1  2 20   1.7  992 337  3.5 8  4.1  94    0    0 302 -317  0
4142500 2682500  1  2 21   1.7  993 337  3.2 8  4.2  95    0    0 308 -317  0
4142500 2682500  1  2 22   1.3  993 347  3.1 8  4.2  97    0    0 308 -316  0
4142500 2682500  1  2 23   1.2  993  18  2.1 8  4.1  98    0    0 307 -316  0
4142500 2682500  1  2 24   1.3  994 358  2.0 8  4.1  97    0    0 307 -316  0
4142500 2682500  1  3  1   1.1  994  18  1.5 8  4.1  97    0    0 307 -317  0
4142500 2682500  1  3  2   1.0  995 337  2.3 8  4.1  97    0    0 305 -317  0
4142500 2682500  1  3  3   0.9  995 338  1.9 8  4.1  98    0    0 305 -317  0
4142500 2682500  1  3  4   0.8  995 339  2.3 8  4.0  98    0    0 303 -317  0
4142500 2682500  1  3  5   0.9  995 318  1.7 8  4.0  98    0    0 302 -317  0
4142500 2682500  1  3  6   0.7  996 318  2.1 8  4.0  98    0    0 302 -317  0
4142500 2682500  1  3  7   0.7  996 309  2.0 7  4.0  98    0    0 296 -317  0
4142500 2682500  1  3  8   0.8  996 319  2.2 8  4.0  98    0    0 296 -317  0
4142500 2682500  1  3  9   0.8  997 309  2.4 8  4.0  98    0    4 301 -317  0
4142500 2682500  1  3 10   0.8  997 328  2.4 8  4.0  98    7   58 300 -317  0
4142500 2682500  1  3 11   1.0  998 318  2.9 6  4.0  98    1   70 289 -318  0
4142500 2682500  1  3 12   1.2  999 328  2.9 8  4.0  96    0   61 289 -318  0
4142500 2682500  1  3 13   0.9  998 347  2.7 6  4.0  96    0   56 289 -318  0
4142500 2682500  1  3 14   0.8  999 327  2.9 8  4.0  97    0   46 288 -318  0
4142500 2682500  1  3 15   0.9  999 337  2.3 8  4.0  97    0   32 300 -318  0
4142500 2682500  1  3 16   0.6  999 338  2.1 8  3.9  95    0   10 300 -318  0
4142500 2682500  1  3 17   0.7  999 338  2.0 8  3.8  94    0    0 300 -318  0
4142500 2682500  1  3 18   0.6 1000 338  1.9 8  3.8  95    0    0 300 -317  0
4142500 2682500  1  3 19   0.6 1000 328  2.2 8  3.8  95    0    0 300 -317  0
4142500 2682500  1  3 20   0.5 1000 338  2.3 8  3.8  95    0    0 300 -317  0
4142500 2682500  1  3 21   0.5 1001 338  1.7 8  3.8  96    0    0 301 -316  0
4142500 2682500  1  3 22   0.5 1001 329  1.6 8  3.8  96    0    0 300 -316  0
4142500 2682500  1  3 23   0.4 1001 347  1.9 8  3.8  96    0    0 300 -315  0
4142500 2682500  1  3 24   0.3 1001  18  1.4 7  3.8  96    0    0 294 -315  0
4142500 2682500  1  4  1   0.0 1001 339  2.0 5  3.7  96    0    0 277 -314  0
