Koordinatensystem : Lambert konform konisch
Rechtswert        : 3880500 Meter
Hochwert          : 2586500 Meter
Hoehenlage        : 95 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3880500 2586500  1  1  1   4.1  990 202  1.9 7  4.5  86    0    0 289 -321  2
3880500 2586500  1  1  2   4.2  990 203  2.0 7  4.6  87    0    0 294 -321  2
3880500 2586500  1  1  3   4.3  990 200  2.3 7  4.7  89    0    0 306 -320  2
3880500 2586500  1  1  4   4.0  990 203  2.4 8  4.7  90    0    0 315 -320  2
3880500 2586500  1  1  5   3.9  990 204  2.7 8  4.6  90    0    0 323 -319  2
3880500 2586500  1  1  6   3.6  991 209  2.7 8  4.6  90    0    0 322 -318  2
3880500 2586500  1  1  7   3.8  991 216  3.3 8  4.5  89    0    0 321 -318  2
3880500 2586500  1  1  8   4.0  991 149  2.9 8  4.5  87    0    0 322 -319  2
3880500 2586500  1  1  9   3.7  992 141  3.7 7  4.5  88    0    0 312 -318  2
3880500 2586500  1  1 10   4.0  993 145  3.4 8  4.5  88    0   24 312 -319  2
3880500 2586500  1  1 11   4.2  993 122  3.4 8  4.5  86    0   48 321 -322  2
3880500 2586500  1  1 12   4.9  994 161  2.7 8  4.6  85    0   75 323 -324  2
3880500 2586500  1  1 13   5.2  993 206  3.4 8  4.7  84    0   61 324 -329  2
3880500 2586500  1  1 14   5.9  993 234  2.8 8  4.7  82    2   97 326 -333  2
3880500 2586500  1  1 15   6.1  993 224  2.6 6  4.6  78   27   86 312 -334  2
3880500 2586500  1  1 16   5.9  993  27  0.7 6  4.6  77    2   39 296 -331  2
3880500 2586500  1  1 17   5.7  994  53  1.4 8  4.5  77    0    0 310 -327  2
3880500 2586500  1  1 18   4.8  994  81  1.5 8  4.5  80    0    0 323 -323  2
3880500 2586500  1  1 19   5.0  995  82  2.2 8  4.5  83    0    0 322 -321  2
3880500 2586500  1  1 20   4.6  996  59  1.8 8  4.6  84    0    0 322 -321  2
3880500 2586500  1  1 21   4.4  996  70  1.8 8  4.6  86    0    0 323 -322  2
3880500 2586500  1  1 22   4.0  997 102  1.4 7  4.5  86    0    0 314 -320  2
3880500 2586500  1  1 23   3.7  998  75  1.2 7  4.5  88    0    0 306 -320  2
3880500 2586500  1  1 24   3.7  999  16  1.2 7  4.5  90    0    0 304 -320  2
3880500 2586500  1  2  1   3.7  999  66  1.6 7  4.5  89    0    0 303 -318  2
3880500 2586500  1  2  2   3.3 1000  34  1.4 6  4.4  89    0    0 292 -318  2
3880500 2586500  1  2  3   2.9 1000 111  1.3 5  4.3  89    0    0 271 -318  2
3880500 2586500  1  2  4   2.8 1002  89  0.6 8  4.2  89    0    0 285 -318  2
3880500 2586500  1  2  5   3.1 1002 232  0.9 7  4.2  89    0    0 304 -318  2
3880500 2586500  1  2  6   3.2 1003   8  1.3 7  4.2  87    0    0 296 -318  2
3880500 2586500  1  2  7   3.2 1004   6  1.3 7  4.2  86    0    0 296 -318  2
3880500 2586500  1  2  8   3.2 1005 125  1.6 6  4.1  86    0    0 286 -318  2
3880500 2586500  1  2  9   3.7 1005 198  1.8 6  4.1  84    0    0 277 -318  2
3880500 2586500  1  2 10   3.9 1006  20  1.5 3  4.1  82   59   47 252 -318  2
3880500 2586500  1  2 11   5.3 1007  21  1.8 1  4.2  78  117   71 219 -318  2
3880500 2586500  1  2 12   6.1 1008 359  2.5 1  4.1  72  160   89 216 -321  2
3880500 2586500  1  2 13   6.2 1008 340  2.9 2  4.1  70  177   94 229 -325  2
3880500 2586500  1  2 14   6.6 1008 332  2.7 2  4.1  68  156   90 237 -328  2
3880500 2586500  1  2 15   6.7 1009   7  2.3 1  4.1  67   94   71 233 -330  2
3880500 2586500  1  2 16   5.7 1009 323  1.9 2  4.1  70    1   36 229 -329  2
3880500 2586500  1  2 17   4.9 1010 349  1.7 4  4.0  72    0    0 245 -324  2
3880500 2586500  1  2 18   4.1 1011 348  2.7 4  3.9  75    0    0 260 -320  2
3880500 2586500  1  2 19   4.0 1012  11  2.3 6  4.0  78    0    0 275 -320  2
3880500 2586500  1  2 20   4.3 1012 340  2.3 7  4.0  78    0    0 294 -320  2
3880500 2586500  1  2 21   3.9 1013 339  1.5 7  4.0  78    0    0 300 -319  2
3880500 2586500  1  2 22   4.1 1013 336  2.1 7  4.0  78    0    0 300 -319  2
3880500 2586500  1  2 23   3.9 1013 338  1.6 7  4.0  78    0    0 300 -320  2
3880500 2586500  1  2 24   4.1 1014 325  2.0 7  4.0  78    0    0 300 -320  2
3880500 2586500  1  3  1   4.2 1014 296  1.6 7  3.9  77    0    0 299 -319  2
3880500 2586500  1  3  2   4.0 1014 328  1.1 6  3.9  77    0    0 292 -320  2
3880500 2586500  1  3  3   3.7 1014 343  0.7 7  3.9  78    0    0 291 -320  2
3880500 2586500  1  3  4   3.6 1015 332  0.8 7  3.9  80    0    0 296 -319  2
3880500 2586500  1  3  5   3.6 1015 354  0.8 7  4.0  81    0    0 295 -318  2
3880500 2586500  1  3  6   3.6 1015  11  1.3 8  4.0  81    0    0 300 -318  2
3880500 2586500  1  3  7   3.9 1015 328  1.3 8  4.0  80    0    0 307 -318  2
3880500 2586500  1  3  8   4.3 1016 326  1.8 8  4.0  78    0    0 308 -318  2
3880500 2586500  1  3  9   3.8 1016 342  1.2 8  3.9  78    0    0 306 -318  2
3880500 2586500  1  3 10   3.9 1017 348  1.1 6  4.0  79   14   56 292 -318  2
3880500 2586500  1  3 11   4.2 1017 350  1.7 5  4.0  79    8   84 274 -320  2
3880500 2586500  1  3 12   4.3 1018   5  2.3 2  4.0  78   23  118 251 -324  2
3880500 2586500  1  3 13   4.2 1018 304  2.1 3  3.9  76  107  121 240 -327  2
3880500 2586500  1  3 14   4.8 1018 342  1.3 6  3.7  71   46  121 264 -328  2
3880500 2586500  1  3 15   4.9 1018 315  1.5 7  3.7  68   48   80 289 -328  2
3880500 2586500  1  3 16   4.7 1018 303  1.5 5  3.7  70    3   38 284 -327  2
3880500 2586500  1  3 17   3.1 1018  42  1.3 2  3.5  70    0    0 255 -324  2
3880500 2586500  1  3 18   1.9 1018  22  1.3 2  3.2  71    0    0 233 -321  2
3880500 2586500  1  3 19   1.7 1019   2  1.2 5  3.1  72    0    0 246 -321  2
3880500 2586500  1  3 20   1.7 1019  27  1.0 6  3.1  72    0    0 267 -320  2
3880500 2586500  1  3 21   1.3 1019  29  1.5 7  3.0  72    0    0 277 -319  2
3880500 2586500  1  3 22   0.5 1019  18  1.3 8  3.0  74    0    0 287 -320  2
3880500 2586500  1  3 23   0.7 1020   8  1.6 7  3.0  76    0    0 286 -319  2
3880500 2586500  1  3 24   0.3 1020  14  1.3 3  3.0  76    0    0 259 -318  2
3880500 2586500  1  4  1  -0.8 1019  16  0.8 3  2.9  79    0    0 237 -318  2
3880500 2586500  1  4  2  -1.2 1019   5  0.9 3  2.8  81    0    0 236 -318  2
3880500 2586500  1  4  3  -1.0 1019 356  0.8 4  2.8  81    0    0 242 -317  2
3880500 2586500  1  4  4  -1.6 1019 309  1.2 3  2.9  84    0    0 242 -317  2
3880500 2586500  1  4  5  -2.1 1019 301  0.8 4  2.8  86    0    0 240 -316  2
3880500 2586500  1  4  6  -1.7 1019 311  0.8 3  2.7  84    0    0 239 -315  2
3880500 2586500  1  4  7  -2.2 1019  25  0.7 3  2.7  81    0    0 235 -313  2
3880500 2586500  1  4  8  -2.3 1019  34  1.2 4  2.6  82    0    0 241 -314  2
