Koordinatensystem : Lambert konform konisch
Rechtswert        : 3899500 Meter
Hochwert          : 2965500 Meter
Hoehenlage        : -1 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3899500 2965500  1  1  1   2.2 1028 169  2.8 4  4.2  97    0    0 237 -312  3
3899500 2965500  1  1  2   1.6 1028 123  2.5 3  4.1  97    0    0 230 -311  3
3899500 2965500  1  1  3   1.0 1028  92  2.3 2  3.9  97    0    0 235 -311  3
3899500 2965500  1  1  4   0.8 1028  49  2.2 4  3.9  98    0    0 236 -310  3
3899500 2965500  1  1  5   0.6 1028  53  2.2 5  3.8  97    0    0 246 -309  3
3899500 2965500  1  1  6   0.7 1028  48  2.2 7  3.8  98    0    0 270 -308  3
3899500 2965500  1  1  7   1.3 1028  38  2.0 7  3.7  93    0    0 281 -307  3
3899500 2965500  1  1  8   1.0 1028  51  2.9 6  3.7  90    0    0 277 -305  3
3899500 2965500  1  1  9   0.8 1028  66  3.2 7  3.6  89    0    0 275 -305  3
3899500 2965500  1  1 10   0.5 1028  62  3.1 7  3.5  90    0   20 278 -305  3
3899500 2965500  1  1 11   0.7 1028  60  2.3 6  3.5  89    0   44 272 -307  3
3899500 2965500  1  1 12   0.9 1028  58  1.8 6  3.3  83    0   64 267 -311  3
3899500 2965500  1  1 13   1.2 1028  29  1.8 6  3.1  77    0   63 267 -315  3
3899500 2965500  1  1 14   1.4 1028  13  2.4 7  3.1  75    0   45 273 -316  3
3899500 2965500  1  1 15   1.2 1027  69  2.5 7  3.2  78    0   25 277 -317  3
3899500 2965500  1  1 16   1.1 1027  56  2.9 6  3.4  82    0    4 273 -317  3
3899500 2965500  1  1 17   0.9 1027  37  2.0 7  3.5  88    0    0 273 -317  3
3899500 2965500  1  1 18   0.7 1027  49  2.6 6  3.6  91    0    0 270 -317  3
3899500 2965500  1  1 19   0.6 1027  62  2.3 7  3.6  93    0    0 270 -316  3
3899500 2965500  1  1 20   0.6 1028  54  2.4 7  3.6  93    0    0 273 -315  3
3899500 2965500  1  1 21   0.8 1028  61  2.1 6  3.6  93    0    0 270 -313  3
3899500 2965500  1  1 22   0.9 1028  44  2.0 7  3.6  91    0    0 271 -311  3
3899500 2965500  1  1 23   0.9 1027  67  2.5 7  3.6  90    0    0 276 -309  3
3899500 2965500  1  1 24   0.9 1028  56  1.9 7  3.6  90    0    0 278 -308  3
3899500 2965500  1  2  1   1.0 1028  51  2.2 7  3.6  90    0    0 279 -307  3
3899500 2965500  1  2  2   1.1 1027  34  2.8 7  3.7  91    0    0 279 -307  3
3899500 2965500  1  2  3   1.2 1027  43  3.4 7  3.7  92    0    0 280 -310  3
3899500 2965500  1  2  4   0.9 1027  70  4.6 7  3.8  93    0    0 279 -312  3
3899500 2965500  1  2  5   0.7 1027  74  4.4 8  3.7  93    0    0 281 -313  3
3899500 2965500  1  2  6   0.5 1027  74  4.5 7  3.5  90    0    0 280 -314  3
3899500 2965500  1  2  7   0.7 1027  76  4.3 7  3.5  88    0    0 275 -313  3
3899500 2965500  1  2  8   0.6 1027  75  4.6 7  3.5  89    0    0 277 -313  3
3899500 2965500  1  2  9   0.5 1027  85  4.1 8  3.5  90    0    0 280 -311  3
3899500 2965500  1  2 10   0.6 1027  77  3.8 7  3.5  91   15   20 280 -310  3
3899500 2965500  1  2 11   0.8 1027  79  4.5 6  3.5  89    5   47 271 -311  3
3899500 2965500  1  2 12   0.9 1027  93  6.2 7  3.5  87    0   49 271 -312  3
3899500 2965500  1  2 13   1.0 1026  98  5.6 7  3.5  86    0   47 276 -315  3
