Koordinatensystem : Lambert konform konisch
Rechtswert        : 3899500 Meter
Hochwert          : 2965500 Meter
Hoehenlage        : -1 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3899500 2965500  1  1  1   4.5 1022 203  7.1 7  4.8  94    0    0 320 -335  2
3899500 2965500  1  1  2   3.9 1022 198  6.3 7  4.7  96    0    0 320 -335  2
3899500 2965500  1  1  3   3.4 1021 195  5.7 7  4.7  97    0    0 321 -335  2
3899500 2965500  1  1  4   3.5 1021 199  5.9 8  4.7  98    0    0 328 -336  2
3899500 2965500  1  1  5   3.7 1021 200  6.0 8  4.8  98    0    0 334 -337  2
3899500 2965500  1  1  6   3.8 1020 205  6.3 8  4.8  98    0    0 335 -339  2
3899500 2965500  1  1  7   3.9 1020 204  6.3 8  4.8  98    0    0 336 -340  2
3899500 2965500  1  1  8   4.0 1020 201  5.4 8  4.9  98    0    0 337 -342  2
3899500 2965500  1  1  9   4.1 1020 194  5.2 8  5.0  98    0    0 339 -343  2
3899500 2965500  1  1 10   4.2 1020 204  6.3 8  5.0  98    0   18 340 -345  2
3899500 2965500  1  1 11   4.5 1020 215  7.0 7  5.0  98    0   34 336 -348  2
3899500 2965500  1  1 12   4.7 1020 231  7.1 8  5.2  99    0   32 337 -350  2
3899500 2965500  1  1 13   5.7 1019 277  8.0 8  5.4  99    0   35 346 -352  2
3899500 2965500  1  1 14   6.6 1019 302  9.5 4  5.7  98   54   62 325 -351  2
3899500 2965500  1  1 15   6.6 1020 325  8.0 3  5.8  96   54   37 293 -348  2
3899500 2965500  1  1 16   5.8 1021 310  6.1 2  5.6  96   17   19 277 -343  2
3899500 2965500  1  1 17   5.1 1021 298  6.4 1  5.4  97    0    0 262 -339  2
3899500 2965500  1  1 18   4.4 1022 287  6.5 1  5.1  97    0    0 251 -335  2
3899500 2965500  1  1 19   4.2 1023 284  4.9 0  5.1  99    0    0 243 -333  2
3899500 2965500  1  1 20   4.1 1023 268  5.5 0  5.0  98    0    0 234 -332  2
3899500 2965500  1  1 21   3.8 1024 274  5.5 1  4.8  97    0    0 237 -330  2
3899500 2965500  1  1 22   4.0 1025 277  5.4 2  4.8  96    0    0 247 -328  2
3899500 2965500  1  1 23   3.7 1025 267  5.9 3  4.8  97    0    0 256 -327  2
3899500 2965500  1  1 24   2.7 1025 256  5.4 3  4.7  99    0    0 256 -325  2
3899500 2965500  1  2  1   2.1 1026 226  4.6 1  4.5 100    0    0 236 -323  2
3899500 2965500  1  2  2   1.6 1026 236  4.4 3  4.3 100    0    0 229 -322  2
3899500 2965500  1  2  3   0.7 1026 219  5.3 3  4.1 100    0    0 235 -321  2
3899500 2965500  1  2  4   1.4 1026 226  5.4 5  4.0 100    0    0 244 -321  2
3899500 2965500  1  2  5   2.3 1026 247  6.6 4  4.3 100    0    0 252 -320  2
3899500 2965500  1  2  6   3.2 1026 244  6.3 6  4.5  98    0    0 261 -320  2
3899500 2965500  1  2  7   3.4 1026 220  6.8 8  4.7  99    0    0 287 -320  2
3899500 2965500  1  2  8   3.4 1026 208  6.5 7  4.8 100    0    0 296 -320  2
3899500 2965500  1  2  9   3.6 1026 211  6.8 8  4.8 100    0    0 298 -320  2
3899500 2965500  1  2 10   3.9 1026 221  7.4 8  4.9 100    0    4 309 -319  2
3899500 2965500  1  2 11   4.2 1026 201  6.9 8  5.0 100    0   22 313 -320  2
3899500 2965500  1  2 12   4.9 1026 208  7.5 6  5.1  99    9   76 302 -324  2
3899500 2965500  1  2 13   5.5 1025 209  6.9 5  5.3  98   23   82 286 -327  2
3899500 2965500  1  2 14   6.2 1025 222  7.9 8  5.6  98    0   50 300 -329  2
3899500 2965500  1  2 15   6.5 1025 229  7.3 8  5.8  98    0   23 322 -330  2
3899500 2965500  1  2 16   6.7 1025 229  7.1 8  5.9  98    0    4 328 -330  2
3899500 2965500  1  2 17   7.1 1025 243  6.1 8  6.0  98    0    0 332 -331  2
